title,date,category,name,leaning
Massenproteste gegen Waffengewalt an Schulen in den USA,3-24-18,Public opinion,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-21-18,Public opinion,,Neutral
Ausstände an US-High-Schools wegen Waffengewalt Washington (dpa) - Mit einem ganztägigen Streik wollen in den USA heute Tausende Schüler gegen…,4-23-18,School/Public space safety,,Neutral
Trump rückt von Forderung nach schärferem Waffenrecht ab Washington (dpa) - US-Präsident Donald Trump ist in der Diskussion um eine Verschärfung der Waffenge…,3-13-18,Politics,,Neutral
Hunderttausende protestieren in den USA gegen Waffengewalt,3-25-18,Public opinion,,Neutral
5. Ich höre euch Trump will Waffengewalt bekämpfen - mit noch mehr Waffen,2-22-18,Politics,,Neutral
Hunderttausende demonstrieren in den USA gegen die Waffengewalt - nachrichten.de,3-25-18,Public opinion,,Neutral
USA: Schüler demonstrieren für schärferes Waffenrecht,2-22-18,Public opinion,,Neutral
Trump rückt von Forderung nach schärferem Waffenrecht ab | Neue Presse Coburg,3-12-18,Politics,,Neutral
Massenprotest in den USA gegen Waffengewalt,3-28-18,Public opinion,,Neutral
Trump offen für besseres Waffenrecht - nachrichten.de,2-19-18,Politics,,Neutral
Hunderttausende demonstrieren in den USA gegen die Waffengewalt,4-19-18,Public opinion,,Neutral
Debatte um strengere Waffengesetze : YouTube verbietet Videos zu Verkauf und Zusammenbau von Waffen,3-22-18,2nd Amendment,,Neutral
"Treffen mit Opfern des Amoklaufs: Trumps Notizzettel zeigt, was für ein Mensch er ist",2-22-18,Politics,,Neutral
Nach Amoklauf: Waffen-Gegner in USA machen Druck auf Unternehmen,2-24-18,Economic consequences,,Neutral
Trump rudert bei der Verschärfung von Waffengesetzen zurück,3-12-18,Politics,,Neutral
Trump zu kleineren Korrekturen des Waffenrechts bereit,2-20-18,Politics,,Neutral
Einlenken nach Florida-Massaker: Trump zu Korrekturen des Waffenrechts bereit,2-21-18,Politics,,Neutral
Kommentar zu US-Waffengesetzen : Präsident Trump liefert erneut keine belastbare Ideen In der Debatte um neue Waffengesetze schwadroniert der US-Präsident.,2-27-18,Politics,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-22-18,Public opinion,,Neutral
Emotionaler Protest gegen Waffengewalt in den USA,3-14-18,Public opinion,,Neutral
Justizministerium hat arbeiten aufgenommen Einlenken nach Florida-Massaker: Trump zu Korrekturen des Waffenrechts bereit,2-21-18,Politics,,Neutral
Politik: Trump rückt von Forderung nach schärferem Waffenrecht ab,3-12-18,Politics,,Neutral
Hunderttausende demonstrieren in den USA gegen die Waffengewalt,3-25-18,Public opinion,,Neutral
Trump zögert mit Waffengesetz: Parlament in Florida lehnt Sturmgewehr-Verbot ab,2-21-18,Politics,,Neutral
Hunderttausende demonstrieren in den USA gegen die Waffengewalt,3-24-18,Public opinion,,Neutral
Nach Protesten: Trump offen für besseres Waffenrecht,2-19-18,Politics,,Neutral
Emotionaler Protest gegen Waffengewalt in den USA,3-14-18,Public opinion,,Neutral
Demonstrationen Kriminalität Schulen Waffen USA: Hunderttausende zu Protest gegen Waffengewalt in Washington erwartet,3-24-18,Public opinion,,Neutral
Massenprotest in USA gegen Waffengewalt: «Genug ist genug»,3-24-18,Public opinion,,Neutral
Hunderttausende marschieren gegen Waffengewalt in den USA,3-25-18,Public opinion,,Neutral
Trump rückt von Forderung nach schärferem Waffenrecht ab | Neue Presse Coburg,3-12-18,Politics,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-21-18,Public opinion,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-22-18,Public opinion,,Neutral
17 Minuten Stille 18:31 Uhr Emotionaler Protest gegen Waffengewalt in den USA,3-15-18,Public opinion,,Neutral
Vermischtes Massenprotest in USA gegen Waffengewalt: «Genug ist genug»,3-25-18,Public opinion,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-22-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Schlaglichter: Massenprotest gegen Waffengewalt in den USA,3-24-18,Public opinion,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-21-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt Amerika,3-25-18,Public opinion,,Neutral
Nach Amoklauf: Waffen-Gegner in den USA machen Druck auf Unternehmen,2-25-18,Economic consequences,,Neutral
"Amoklauf an US-Schule Trumps ""Cowboy-Mentalität"": Bewaffnete Lehrer sollen Bonus erhalten",2-23-18,School/Public space safety,,Neutral
USA: Floridas Repräsentantenhaus verschärft Waffengesetze,3-8-18,Gun control/regulation,,Neutral
Hunderttausende protestieren in den USA gegen Waffengewalt,3-25-18,Public opinion,,Neutral
Nach Amoklauf in Parkland: Schulen in den USA verbieten Protest - News Deutschland,2-23-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Hunderttausende demonstrieren in den USA gegen die Waffengewalt | Politik,3-24-18,Public opinion,,Neutral
Schule in Florida starben 17 Menschen bei einem Amoklauf. Danach gingen Tausende in den USA auf die Straßen und demonstrierten für schärfere Waffengesetze. Stattdessen bekamen sie durchsichtige Schulrucksäcke.,4-4-18,Gun control/regulation,,Neutral
Hunderttausende protestieren in den USA gegen Waffengewalt,3-25-18,Public opinion,,Neutral
Trump rückt von Forderung nach schärferem Waffenrecht ab,3-12-18,Politics,,Neutral
Massenprotest gegen Waffengewalt in den USA,3-24-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Trump zu kleineren Korrekturen des Waffenrechts bereit,2-21-18,Politics,,Neutral
Massenprotest in USA gegen Waffengewalt: &#171;Genug ist genug&#187;,3-24-18,Public opinion,,Neutral
Massenprotest in den USA gegen Waffengewalt,3-24-18,Public opinion,,Neutral
Nach dem Massaker von Parkland gehen in Florida und in Washington tausende Schüler auf die Straße: Sie wollen schärfere Waffengesetze. Trump zeigt sich gesprächsbereit - aber ob sich konkret etwas ändert? 6 Bilder Video,2-21-18,Politics,,Neutral
"Junge Aktivisten in den USA malen Plakate gegen Waffengewalt. (Foto: AFP) Angeführt von Überlebenden des Amoklaufs an ihrer Schule in Parkland, Florida, findet an diesem Samstag eine Großdemonstration in Washington",3-24-18,Public opinion,,Neutral
Trump rudert bei schärferen Waffengesetzen zurück,3-12-18,Politics,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt Amerika,3-25-18,Public opinion,,Neutral
Trump rückt von Forderung nach schärferem Waffenrecht ab,3-12-18,Politics,,Neutral
SchÜlerproteste in den USA gegen Schusswaffengewalt,3-14-18,Public opinion,,Neutral
Kommentar zu US-Waffengesetzen: Präsident Trump liefert erneut keine belastbare Ideen,2-27-18,Politics,,Neutral
Massenprotest in USA gegen Waffengewalt: «Genug ist genug»,3-24-18,Public opinion,,Neutral
"17 Minuten Stille, Schüler-Proteste gegen Waffengewalt in den USA",3-14-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt in den USA,3-24-18,Public opinion,,Neutral
Zahlreiche Großdemos für schärfere Waffengesetze in den USA,3-24-18,Gun control/regulation,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Demonstrationen Kriminalität Schulen Waffen USA International: Massenprotest gegen Waffengewalt in den USA,3-24-18,Public opinion,,Neutral
USA: Tausende Schüler demonstrieren für schärfere Waffengesetze,2-21-18,Gun control/regulation,,Neutral
Massenprotest in USA gegen Waffengewalt: «Genug ist genug»,3-24-18,Public opinion,,Neutral
Hunderttausende demonstrieren in den USA für ein schärferes Waffenrecht,3-24-18,Public opinion,,Neutral
Emotionaler Protest gegen Waffengewalt in den USA,3-14-18,Public opinion,,Neutral
Einlenken nach Florida-Massaker: Trump zu Korrekturen des Waffenrechts bereit,2-21-18,Politics,,Neutral
Hunderttausende demonstrieren in den USA gegen die Waffengewalt,3-25-18,Public opinion,,Neutral
Hunderttausende demonstrieren in den USA für schärferes Waffenrecht,3-25-18,Public opinion,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht Washington/Tallahassee (dpa) - Eine Woche nach dem Massaker an einer Schule mit 17 Toten sind tausen…,2-22-18,School/Public space safety,,Neutral
Trump zu kleineren Korrekturen des Waffenrechts bereit – Bump Stocks verbieten lassen Als Konsequenz aus dem Schulmassaker von Florida hat sich Präsident Donald Trump zu kleineren Reformschritten im laxen US-Waffenrecht bereit gezeigt. Mehr»,2-21-18,Politics,,Neutral
Massenprotest in den USA gegen Waffengewalt,3-24-18,Public opinion,,Neutral
USA: Hunderttausende demonstrieren für schärferes Waffenrecht,3-24-18,Public opinion,,Neutral
Trump schlägt nach Amoklauf Bewaffnung von Lehrern vor,2-22-18,School/Public space safety,,Neutral
Waffengesetze Trump kündigt erste Konsequenzen aus Parkland an,2-21-18,Politics,,Neutral
"Massenprotest in USA gegen Waffengewalt: ""Genug ist genug"" | Deutschland & Welt",3-24-18,Public opinion,,Neutral
Debatte über Waffengesetze in den USA: Trump: Dürfen keine Angst vor der NRA haben,3-1-18,Politics,,Neutral
Trump zu kleineren Korrekturen des Waffenrechts bereit,2-20-18,Politics,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-23-18,Public opinion,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Seit Al CaponeDebatteumWaffenrechtinUSAtrittaufderStelle,3-18-18,2nd Amendment,,Neutral
Demonstrationen Kriminalität Schulen Waffen USA: Hunderttausende protestieren in den USA gegen Waffengewalt,3-25-18,Public opinion,,Neutral
Massenprotest in USA gegen Waffengewalt: «Genug ist genug»,3-25-18,Public opinion,,Neutral
Emotionaler Protest gegen Waffengewalt in den USA,3-15-18,Public opinion,,Neutral
Historischer Protest gegen Waffengewalt Washington Ein jahrzehntelang geführter Streit erreicht in den USA einen neuen Höhepunkt: Nach den Todesschüssen von Parkland formiert sich eine…,3-25-18,Public opinion,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-21-18,Public opinion,,Neutral
Hunderttausende demonstrieren in den USA gegen die Waffengewalt,4-19-18,Public opinion,,Neutral
USA: Schulstreiks an US-High-Schools: Protest gegen Waffengewalt,4-24-18,Public opinion,,Neutral
Trump laviert bei Waffengesetz,2-22-18,Politics,,Neutral
Waffengesetze in den USA: Mit Chats gegen Sturmgewehre,3-27-18,Gun control/regulation,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-21-18,Public opinion,,Neutral
Hunderttausende demonstrieren in den USA gegen die Waffengewalt,3-24-18,Public opinion,,Neutral
Trump rückt von Forderung nach schärferem Waffenrecht ab,3-12-18,Politics,,Neutral
Trump zu kleineren Korrekturen des Waffenrechts bereit,2-21-18,Politics,,Neutral
Massenprotest gegen Waffengewalt bewegt USA,3-25-18,Public opinion,,Neutral
Schüler in den USA demonstrieren für schärferes Waffenrecht,2-21-18,Public opinion,,Neutral
Nach Amoklauf in Florida Trump will Schnellschuss-Vorrichtungen verbieten lassen,2-20-18,Gun control/regulation,,Neutral
USA: Warum der Kampf um schärfere Waffengesetze so schleppend vorankommt,3-6-18,Gun control/regulation,,Neutral
"Plenartagung des Europäischen Parlaments / 13. bis 16. März 2017 - Die Schwerpunkte   10.03.2017 - 11:23:  ""Erklärung von Rom"" zum 60. Jahrestag der Römischen Verträge, mehr Recycling, strengere Lebensmittelkontrollen, Stärkung der Aktionärsrechte, EU-Waffenrecht, ""Global Gag Rule"" der USA, Konfliktmineralien, PKW-Maut und vieles mehr Auf der Tagesordnung der Plenartagung des Europäischen Parlaments vom 13. bis 16. März 2017 in Straßburg stehen unter anderem folgende Themen: Am Mittwoch ab 9:00 ",3-10-17,Politics,,Neutral
„Werden uns mit Waffengewalt verteidigen“: Nordkorea droht den USA,4-11-17,Society/Culture,,Neutral
Amerikanische CEOs fordern schärfere Waffengesetze: Nach der tödlichen Schießerei in den USA verlangt ...,2-16-18,Economic consequences,,Neutral
Reizgas tritt bei Polizeivorführung aus Osterode Polizei informierte amerikanische Austauschschüler über Waffenrecht in Deutschland. Die Pistole war vorher überprüft worden. Verletzt wurde niemand.,8-22-17,School/Public space safety,,Neutral
05:35 | 05.10.2017 - Pressestimme: 'Fränkischer Tag' zu USA/Waffenrecht,10-5-17,2nd Amendment,,Neutral
Peinlicher Fehler Trump verwechselt Amoklauf-Tatorte,11-15-17,Politics,,Neutral
Waffengesetze: US-Präsident Trump will für „Freunde“ aus Waffenlobby einstehen,4-28-17,Politics,,Neutral
Pressestimme: 'Fränkischer Tag'zu USA/Waffenrecht,10-5-17,2nd Amendment,,Neutral
Politik Waffengesetze : US-Präsident Trump will für „Freunde' aus Waffenlobby einstehen Der Präsident will das Recht auf Waffenbesitz in den USA nicht einschränken.,4-28-17,Politics,,Neutral
Trump will Opfern von Amoklauf sein Beileid aussprechen – und macht groben Fehler,11-23-17,Politics,,Neutral
„Werden uns mit Waffengewalt verteidigen': Nordkorea droht den USA,4-11-17,Society/Culture,,Neutral
Waffengesetz Dauerfeuer-Vorrichtungen in den USA vor dem Aus?,10-6-17,Gun control/regulation,,Neutral
Frage nach schärferen Waffengesetzen in den USA neu entbrannt,10-3-17,Gun control/regulation,,Neutral
Diskussion könnte neu entbrennen - Waffengesetze in den USA: Die wichtigsten Fakten im Überblick,2-15-18,Gun control/regulation,,Neutral
Pressestimme 'Fränkischer Tag'zu USA/Waffenrecht,10-5-17,2nd Amendment,,Neutral
„Werden uns mit Waffengewalt verteidigen“: Nordkorea droht den USA,4-11-17,Society/Culture,,Neutral
„Werden uns mit Waffengewalt verteidigen“: Nordkorea droht den USA,4-11-17,Society/Culture,,Neutral
"Reaktionen auf Florida-Amoklauf: Hollywoods scharfer Angriff auf Trumps ""rechte Konsorten"" und die Waffenlobby",2-15-18,Politics,,Neutral
Nach dem Massenmord in Las Vegas: 1516 Massenschießereien: Warum die USA mit dem Waffenkult leben,10-5-17,Society/Culture,,Neutral
Trumps Besuch in Florida: Lob für die Helfer – Schweigen zur Waffengewalt,2-17-18,Politics,,Neutral
Trump will nach Angriff in Texas Waffengesetze nicht verschärfen,11-7-17,Politics,,Neutral
USA: Repräsentantenhaus stimmt für Lockerung von Waffenrecht,12-7-17,Gun control/regulation,,Neutral
Fünftes Opfer bei Amoklauf in den USA - Emder Zeitung,11-16-17,Society/Culture,,Neutral
Marc Pitzke Waffenrecht in den USA: Die verlogene Debatte,10-5-17,2nd Amendment,,Neutral
Pressestimme: 'Fränkischer Tag' zu USA/Waffenrecht,10-5-17,2nd Amendment,,Neutral
„Werden uns mit Waffengewalt verteidigen': Nordkorea droht den USA,4-25-17,Society/Culture,,Neutral
Erneuter Amoklauf in den USA,2-15-18,Society/Culture,,Neutral
Donald Trump nach Amoklauf: Warum Donalds Trumps neues Twitter-Bild Amerika erzürnt,2-18-18,Politics,,Neutral
Nach Entsendung von Kriegsschiffen mit Gegenmaßnahmen „Werden uns mit Waffengewalt verteidigen“: Nordkorea droht den USA,4-11-17,Economic consequences,,Neutral
Trumps Besuch in Florida: Lob für die Helfer - Schweigen zur Waffengewalt,2-17-18,Politics,,Neutral
„Werden uns mit Waffengewalt verteidigen': Nordkorea droht den USA,4-11-17,Society/Culture,,Neutral
Blutbad in Florida - Trump vermeidet Debatte über Waffenrecht,2-15-18,Politics,,Neutral
Amoklauf an Schule in Parkland: Waffen-Lobby NRA und Amerikas Selbstmord Amoklauf an Schule in Parkland: Waffen-Lobby NRA und Amerikas Selbstmord,2-15-18,School/Public space safety,,Neutral
„Werden uns mit Waffengewalt verteidigen': Nordkorea droht den USA,4-11-17,Society/Culture,,Neutral
Trump: US-Waffengesetze nicht Schuld an Texas-Massaker,11-7-17,Politics,,Neutral
„Werden uns mit Waffengewalt verteidigen“: Nordkorea droht den USA,4-11-17,Society/Culture,,Neutral
Nach Amoklauf in Florida - Amerikanische CEOs fordern schärfere Waffengesetze,2-16-18,Economic consequences,,Neutral
„Werden uns mit Waffengewalt verteidigen“: Nordkorea droht den USA,4-11-17,Society/Culture,,Neutral
„Werden uns mit Waffengewalt verteidigen“: Nordkorea droht den USA,4-11-17,Society/Culture,,Neutral
Wieder Tote bei Amoklauf in USA,11-15-17,Society/Culture,,Neutral
Florida: Trump besucht Überlebende des Amoklaufes,2-17-18,Politics,,Neutral
Als Schutz vor Waffengewalt – Panzer für jeden Amerikaner,11-15-17,School/Public space safety,,Neutral
USA: Repräsentantenhaus beschließt Lockerung von Waffenrecht,12-7-17,Gun control/regulation,,Neutral
Amoklauf: Mann in den USA erschießt acht Menschen - und gibt ein verstörendes Interview,5-29-17,Society/Culture,,Neutral
„Werden uns mit Waffengewalt verteidigen“: Nordkorea droht den USA,4-11-17,Society/Culture,,Neutral
Trump vermeidet Debatte über Waffenrecht,2-16-18,Politics,,Neutral
Kennt ihr vernünftige pro und contra Argumente für/gegen das Waffengesetz in der USA?,3-2-17,Gun control/regulation,,Neutral
USA: Repräsentantenhaus beschließt Lockerung des Waffenrechts,12-7-17,Gun control/regulation,,Neutral
